,Reviews,Rating,Company
266,I wish United Health Care covered senior exercise like SilverSneakers. Also I have a weight problem that I need help with. Is there anything in this insurance to help me?,3,United Health Care
267,"I have had United Health Care as my supplement to Medicare for 10 years. I am 100% satisfied with this company. They pay all claims with no co-pays ever and they pay their claims on time. I researched, before signing on with them, with my different doctors to see if they did pay their claims, and they came out on top! I would highly recommend United Health Care supplement.",5,United Health Care
268,"I was a member of the federal program (MDIPA) and I stayed with it much too long. For the most part, I received the care that I needed but the problem with getting referrals was a nightmare. I would not recommend them to anyone.",3,United Health Care
269,"Customer service is amazing. They put me on hold and called for preapproval when I needed help asap. They are always pleasant, helpful and understanding. Best service ever from a healthcare provider in my life.",5,United Health Care
270,"Rates are high, especially if you need to go on COBRA. For 2 people is over $1900! Always received non-payment letters, so calling them was a monthly thing. I did speak with a few reps who were very helpful and nice. I used this as a secondary policy but it was my husband's primary.",1,United Health Care
271,Ok so I'm writing this because after customer service I was supposed to do a review of how they were doing and I completely forgot! I feel terrible so I hope they see this. I wanted to say that they did a wonderful job. In my frantic state I forgot the nice lady's name who took care of me but she was wonderful! Very nice and helpful in getting my dilemma taken care of and I'm so greatful??? Awesome customer service.,5,United Health Care
272,United Health Care is very proactive when it comes to making sure its participants are getting an annual physical and annual tests such as a mammogram. They also will do an in home health check for free! I am extremely pleased with United Health Care.,5,United Health Care
273,For the most part I like the insurance but a while back I had a broken tooth and they referred me to a dentist. The dentist said that they accepted the insurance but lo and behold not covered for X-rays or fillings. I want to keep the teeth. I have not always ready to pull the tooth out and now I’m in debt with the dentist for a $180 bucks and I don’t have that.,3,United Health Care
274,"I chose United Health Care for my primary insurer under the Affordable Care Act for the year of 2016. I paid premiums, and the coverage was very weak, and I paid more out of pocket than I expected. In 2017, I began receiving bills from providers that needed money back for claims that were paid by United Health Care in 2016. One afternoon, on July 10, 2017, I received a letter from UPMC of Pittsburgh Provider Business Services, date June 30th, stating that due to a Coordination of Benefits, I had to update my information with United Health Care in 5 business days. UPMC wouldn't return my calls, and I had to call United Health Care, and they informed me that I was covered by Cigna and they withdrew every claim they paid in 2016, beginning in 2017. ",1,United Health Care
275,"Their list of doctors accepting policy was inaccurate. I selected the policy for a specific doctor, and canceled when doctor's office refused to accept.",2,United Health Care
276,"I've been subjected to this company off and on for the better part of two decades. Their website interface hasn't changed in twenty years. I agree with those complaining that the provider search, is next to useless in terms of returning accurate results (I do grant that when I called in person and asked a customer service rep, they gave me good results. They must know some secret I don't, because my searches always result in doctors from the wrong specialty categories, or doctors who don't accept my plan.)",2,United Health Care
277,"The cost can be higher than others, shop around before committing. I am paying $230 a month for a Plan F. Despite increased profits they cancelled the SilverSneakers program.",3,United Health Care
278,"In November I sign my myself, my child, and my husband up for health insurance. I sent all the paperwork. No problem. I got our card in January. The amount was taken out of my paycheck. End of January I got letter say was husband was going to be drop for insufficient paperwork. I called the number and spoke to someone who told me that my marriage license appear blurry on the computer. So they told me send another copy. I did. I was told he would be reinstate. They still have not reinstated him. I was also told that the department that makes this decision does not accept phone call or make them so I can not talk them. I have to customer service. All customer service can tell me is they cancel him due to insufficient paperwork even though they have the paperwork. You can see it in the system. Avoid this company.",1,United Health Care
279,They are very helpful when you have a problem. They cover a lot of procedures that others have not addressed. They are good as long as you are inside their policies. Overall they are excellent.,4,United Health Care
280,United Health Care has very good insurance. My prescriptions are a little high but that is my only complaint. I can pick my own doctors and that’s another good thing for me.,4,United Health Care
281,"Not happy at all with the cost of my prescriptions, especially the generic ones. My deductible is way too high and my donut hole is much too soon. I'm spending way too much for my prescriptions than ever before at a time I need more meds because of my age.",4,United Health Care
282,Humana was a pleasant surprise compared to the state policy which preceded and the United Healthcare policy at that time due to United Healthcare provided no care at EEN&T so we decided on Humana. The last two years we have used United Healthcare and been pleased. But the last year we were frustrated with extra fees: outpatient surgery surcharges and extra charges from tests done at primary physicians by the agent on campus to do tests. This was another reason we did not pick up Humana for a second year.,4,United Health Care
283,"I suffer from a ruptured giant brain aneurysm and low back problems. My Doctor is a fantastic help to me but my health insurance and the state of Florida make it very difficult for me to get pain relief. I didn't ask for these issues but it's what I've been dealt. United Health Care has very little compassion for their members, actually all health providers are making it harder to live with quality of life.",3,United Health Care
284,"I do not understand how and why an insurance company, NOT your doctor, gets to decide that the proper medication is for patients. I've taken a medicine for 17 years and was denied as it's not a prescribed course of treatment. Spoke with the rudest, most uncaring human alive who, on autopilot, continued to repeat how this was not covered, had to take a generic. Explained I had tried that and had side effects that the other didn't have. You need a note from your doctor (yes, that would be called a prescription), actually what needed to be done was to submit an appeal from my doctor to these idiots. Was literally in tears over the frustration at having to go through all these hoops. ",1,United Health Care
285,United Health Care is being more accepted in Hospitals and Urgent care places. I find it easy to get my medications at many pharmacies and I have a zero co-pay. To anyone please check this insurance out.,5,United Health Care
286,I'm only with United Health Care because Blue Cross and Blue Shield overcharges and doesn’t have very good coverages. The insurance coverages is for the birds. Any person who voted for this should have any and all their civil rights afforded to them by the constitution voided...,3,United Health Care
287,"70 days ago I purchased a CPAP machine to replace an existing one that had quit working. UHC required a sleep study even though I had been dealing with apnea for over 20 years and had a sleep study previous. Had the sleep study, got the results and Rx and primary care referred me to local supplier. Supplier wanted my credit card information and I asked to pay my co-pay in advance rather than provide them with c.c. information. They said they couldn't do that. I went to two other suppliers in network and they all wanted the same info. I ultimately purchased the same new equipment from a supplier outside the network at less than half the price for cash.",2,United Health Care
288,Have UnitedHealth as a gap policy to Medicare and I haven't had any problem with them covering my medical expenses. Looked over other plans and decided to stay right where I am.,5,United Health Care
289,"Monthly payments should be reduced. United Health Care (AARP) is one of four of the most profitable Ins. Companies in the Country. Otherwise, they have been very helpful. However, their premiums are too high.",4,United Health Care
290,My mom had lupus and every day she was in pain. The fact that she spent 37 yrs as a nurse and the last 12 an oncology RN made no difference. She didn't get any respect or decency from these United Health Care people.,2,United Health Care
291,"Called my Insurance company to help find a doctor, after looking on their website in which 6 out of 10 doctors DID NOT USE United Health Care, but we're on their website. So I called to get some help on was put on hold for 53:25 and after writing this I am still on hold. What does this say? I work hard in a labor position and pay bi-weekly for insurance, a lot for my insurance. I need a special doctor and cannot get help. What is a consumer to do?",1,United Health Care
292,"Sold policies to companies with 20,000 $ deductibles. 10,000 each person before you got any coverage as a group health insurance just to get their foot in the door (Delphi) at a dirt cheap level because there was little expectation of individual usage. I will never use them again.",1,United Health Care
293,Our prescriptions is covered through United Health Care but they do not cover some of the medications my husband has been taking. It has caused out of pocket expenses to skyrocket. Even with the documentation they required from our PCP they refused to cover some of the prescriptions.,3,United Health Care
294,"I enrolled Jan 2017, and was immediately sorry I did. My main interest was mental health, and they have no providers in directories, you have to call, wait while they look up, then write down info. Half are not accurate, including their licensing. None accepted new patients. Trying to get a provider for an eye exam was a waste of time, since those listed were almost all at 1 address and didn't accept United. Customer service often listed people in El Paso - 50 miles away - in another state. They paid $2000 MORE than charged by a hospital that should not have been paid for unnecessary, duplicate claims, abusive doctors, etc. I filed several complaints that took my time, then never were found, and asked to report again and again. But, Dec 7, 2017, I DISENROLLED!! - BUT they refuse to let me out. First, they blamed me. Then, made me send a letter. Then another form to request a disenroll, as if I never did it. ",1,United Health Care
295,"My work phone number is listed incorrectly on the United Health Care (UHC) website and I receive 2-3 phone calls each week from UHC patients and/or UHC staff. This has been going on for 3 years! I have tried and TRIED to have my number removed. The phone calls have nothing to do with my position - I've had this same phone number since my hospital was built, 13 years ago. I feel like I've entered the twilight zone when I call - they won't talk to me unless I give them my tax ID #. I tell them they don't need my tax ID#. Their customer service is very limited in the ways of critical thinking. ",1,United Health Care
296,"Back in October 2017 I saw an interventional radiologist for a problem I was having. Turned out I needed an arteriogram which found a 90% blockage in the iliac artery. Since this procedure I have felt 100% worse. I have unexplained pain in my hip and in the IT band area that is chronic and constant. I can’t walk without limping, can’t cycle, has completely sidelined any exercise. Doctor kept telling me it would get better with time that he’s done a lot of work. Hasn’t gotten better and now the pulses aren’t as great as he wants. He suggested another arteriogram. I said absolutely not because there are other diagnostics that are less invasive and can detect a problem. So he ordered an MRI of two areas. I have been trying to get this procedure done for the last 5 weeks. Diagnostic center I’m using is usually pretty on the ball.",2,United Health Care
297,"I have nerve damage from diabetes of 24 yrs. They have covered my pain medicine for the 14 yrs I have been with them. This year they denied coverage for 71.5% of my medicine. Causing me to go into withdrawal ( my god that hurts and is awful) and to live with tremendous pain every day compared to having it under control all those years. They risked my life and are torturing me. That is only the beginning, too many more complaints to list. They SUCK.",1,United Health Care
298,"Of course there was a bill that they would not cover any of. We called them and they started blaming us and trying to get us to buy something else. But the real kicker is that we talked to the certain Dr. and it turns out that UHC has a contract with them that states we, being UHC members, will be charged over a hundred dollars more than others. Everyone we talked to at the doctor's office said not to file anything through UHC ever again, but of course nobody told us that upfront and nobody is changing the bill price now that we are aware of this discrimination.",1,United Health Care
299,United Health Care is the worst company EVER! They continue to DENY medication that I DESPERATELY NEED! I wonder when I end up in the hospital will they like a 200K bill instead? I have met ALL The criteria for this medication YET THEY STILL DENY! What is wrong with them. I would like to give ZERO Star but that is not an option.,1,United Health Care
300,"My daughter graduated from college in mid December 2017. During that time, I contracted for short term insurance for her, from 1/4- 2/12/2018, with payment from my credit card, I am the parent. Now we are billed, every month regularly, although cannot speak to them due to 1) 20 minute wait, 2) they will not acknowledge any of my emails due to privacy laws. Getting very little support via credit card, and unable to get my daughter to call since 1) don't have member ID, 2) she is 3 time zones away and cannot call due to the 20 minute wait on any given day. I have the time, but they will not speak to me or acknowledge anything even though it is my credit card. ",1,United Health Care
301,"I was laid off last year and got insurance through the ACA. I got a new job last August and became eligible for benefits in January of this year; however, for several reasons I wasn't able to finally select a (least crappy) plan and submit my paperwork to them until late February. I was then told I would have to pay the January and February premiums, although I wasn't signed up for benefits through them (still on ACA), received no benefits through them, and have STILL not used their benefits. They didn't even know who I am, yet they insist I pay them. I asked to cancel my plan because screw that, I'm staying with my ACA insurance; however, they're insisting I still pay two months of those premiums. How is this legal? Where do they get off forcing me to pay for services I didn't receive and hadn't been signed up for?",1,United Health Care
302,"We are a small company and had health insurance with United Health Care. Every year they do an audit to see if a company is still active or not. They send the audit to an employee who had left our company and got no response. They decided to end our health insurance. We did not know anything! One of our employees had to go to the doctor and needed to pay. We found that strange and found out that we were not insured anymore. We had to call our ""representative"" and after 2 days she called us back. We need to go through the whole process again to get health insurance. We are choosing a different provider. That's for sure!!",1,United Health Care
303,"Terrible service, will deny claims just to see if you will fight them even though it IS covered. Customer service cannot answer a simple question. Website is a joke, they made it so you cannot upload documents... the only way is by mail.",1,United Health Care
304,"I've had so many claims screwed up, it is unbelievable. Anytime I'm owed a reimbursement, it takes forever. Typically I submit my claim, call 4 or 5 weeks later only to find that someone has screwed up and then it takes an additional 30 days for me to receive my funds. Trying to speak to an actual human is near impossible, and when you do, they have no idea what they are talking about. This is the worst company I have ever had to deal with. And to think, our health care is in their hands. ROFL!",1,United Health Care
305,"Very undependable service, have missed 2 appointments 'cause they either don't have me on the schedule, or they just plain DON'T SHOW UP! Not gonna use them anymore. Might even cancel United Health Care; refused to let me choose my transportation company. **. Very upset about an appointment missed today. I'm an amputee--both legs and my right hand.",1,United Health Care
306,"In 2009 a Dr. ** was operating as an Oral Surgeon in Phoenix, AZ. Around that same time he closed his office and left AZ to continued his practice in UT. His website lists him as operating at the following locations: 3648 W 9800 S South Jordan, UT 84095, 485 N Market Place Drive Centerville, UT 84014, 275 W 200 N #175, Lindon, UT 84042, 1434 E 4500 S #202, Salt Lake City, UT 84117. NONE IN ARIZONA! ",1,United Health Care
307,"The first page received from Golden Rule A United Healthcare Company started with the words ""Thank you for your application for insurance"". Further down the page it read ""call us at 1-800-657-8205"". I called twice that number. The first time, the voicemail claimed I had a 30 minute wait time. I thought I would call back later in the day so approximately 1:30 pm ET, I called the number again. I held patiently for 70 minutes with no live person just music. This is no way to operate a business in the Health Insurance Industry. I really have serious doubt about the legitimacy of this company now and have even called my representative whom sold me this insurance leaving her a voicemail about my concerns.",1,United Health Care
308,I had a heart attack March 3rd 2018 and my doctor put in a stent. Called United Health to try and get me a life vest and said I needed one because I am at risk of a sudden cardiac arrest. They refused it. Then they would not pay for my ** or **. Switched it to a new cheaper brand of insulin which the ** was working great but no they switch it to ** which my sugar is still running high. Then my doctor had me on ** for a month. Had me stable and United refused to cover it. Told my cardiologist to switch my med to something else so it got switched to ** which I haven't gotten yet 'cause I need to talk to Dr because it has sulfur in it and I am allergic to sulfur. I am sick and tired of my meds being changed when I am stable and tolerating a med well and because another med's cheaper. They refuse to cover what docs prescribe. What? I have no say in my care or my meds? ,1,United Health Care
309,"I used to have Cigna which by are amazing but I got married and got on my husband's insurance who have UHC as the carrier for all medical, dental and vision. I'm extremely disappointed at their customer service when I've asked for help. They don't care. The worse for any help! Their response is do it yourself response instead of helping by contacting the doctor's office to get the coding corrected or help locate a provider that's in network instead of directing me to their website. They are just terrible! I'll never use them again and will definitely go back to Cigna!",1,United Health Care
310,"Optum Behavioral Heatlh - I didn't know this company existed until I received a letter from them a couple days ago. The letter said they noticed I didn't cash a reimbursement check for $65 and to sign the piece of paper and return it. Went on to say ""if you need more information to contact them at ""Member services or Provider services"" dept. NO PHONE #.",1,United Health Care
311,"I work in healthcare field - This has to be THE WORSE company when it comes to responding to reconsiderations! Some woman named Lissette that does the reconsiderations for UHC I had never spoken to her until I started leaving bad surveys - they closed recons, do not send denial letters, then when you try and fight it they upheld it even though by LAW they are untimely - I wouldn't recommend anyone doing business with them!!!",1,United Health Care
312,"I had a C-section because my baby was breech. UHC denied paying my claim for the anesthesiologist because they were Out Of Network. I went to an In Network hospital and did not expect to have to check benefits on every person that treated me, nor did I have time. I had no choice in who performed my spinal block. It doesn't even look like any anesthesiologists are In Network at my hospital. I appealed the claim twice and was denied both times. ",1,United Health Care
313,"Worked for a few small things. Promised coverage for medical expenses now I'm responsible for payments. What is the point of having insurance then? Seeking reimbursement has been a surreal exercise in wild goose chases, jumping through hoops, sending and resending paperwork with no results. Being put off, stories changed, requirements changed even hung up on now by ""customer service."" Avoid this company. Organized crime.",1,United Health Care
314,"I recently received another rate hike from United Health Care on my premium. The claim for the increase: ""health costs have increased, so we need to adjust our rates"". Personally, I am 50 and perfect health. I have no claims, never have had. Perfect health is what I can claim. I was encouraged by United Healthcare 6 months ago to lower my premium by increasing my deductible. Within 6 months my premium went back up to what it was, + another $25. When I called to ask about this increase, they said there was nothing they could do. No explanation. No other program to offer me. Nothing. I am grandfathered in from an old Golden Rule premium. It is clear the United Healthcare and any other carrier will be looking to squeeze as much out of us on our current premium, or squeeze us out of a grandfathered program. ",1,United Health Care
315,Nothing comes out and grabs me about the pricing or the service except United Health Care has improved on the robotic voice. I have no complaints but it seems they take a very long time to approve billing. I use Vanderbilt and they may be the problem with that. It does seem there is not much of a discount when I use their clinics.,3,United Health Care
316,"Besides long wait times on the line when making phone calls, I had an experience recently that makes me think the UHOne is not reliable in term of providing necessary information to its clients. I purchased a HSA health plan in 2013 and since I was not familiar with that system and had been receiving almost zero information after that, I thought there would be monthly contributions automatically transferred into my HSA account. After almost four years when I canceled my plan due to some other problems, I realized that it was ""HSA compatible"" and there were no account and no contributions in the past 4 years!!! ",1,United Health Care
317,"United Healthcare fulfills my needs. I like the low co-pays due at time of service and promptness with paying claims. Due to United Healthcare coverage, I have continued to use this carrier for a number of years (with no complaints).",4,United Health Care
318,"Do not get this health coverage as they don't cover much and if you have a question or concern through their customer service, they will put you on hold for an hour. I tried to cancel my healthcare and when I finally got to an agent about canceling my policy, they just said, ""you want to drop us just like that?"" Then hung up. Worst coverage I've ever had. I may consider suing.",1,United Health Care
319,We have had some rather large health bills this year and they have always paid and no questions asked. I have had to call customer service several times and they are always so polite and take a lot of time to help you. Their mail order pharmacy is outstanding and has saved us a great deal of money. I could not say enough good things about United Health Care.,5,United Health Care
320,"This is the worst insurance ever!!! I had Spinal Surgery on Dec. 19, 2017, covered under BCBS and after Dec 31, 2017, United Health Care was now the insurance. All care continued from Surgery including PT and Dr visits were denied because I did not have a referral with United Health Care to see my surgeon and to continue PT. So I was expected to go back to my PCP after Dec 31, 2017 and get a referral to see the Surgeon and if they are out of network or in network, regardless of this pre-existing care, they WILL NOT PAY!! I have tons of uncovered bills and had to stop therapy because I could not afford to pay out of pocket.",1,United Health Care
321,Prices and co-pays have regularly gone up each year. Dental rider is minimal and does not cover expensive dental surgeries at all. Paid almost $3000 for gum disease work this year.,3,United Health Care
322,The staff is very knowledgeable concerning the details of my coverage; whenever I've had a question they were able to answer it immediately or refer me to another helpful source.,5,United Health Care
323,"I have United Health Care medical insurance through my employer. Unfortunately I was talked into selecting the high deductible option by my company's HR department. That is my own fault. But according to all of the information for my plan, my plan covers, in full, IUD treatment. I have a medical diagnosis that requires IUD treatment. But United Health Care will not approve my claim because I have medical diagnosis and it is not a claim for contraception. I have been told I will have to pay well over $700 for my IUD, which I cannot afford. On top of that, every time I call their customer service number I am given the runaround and excuses like there are duplicate claims for the IUD and I need to track down were both IUD's claim orders were shipped too. It is absolutely ridiculous customer service! And the truth is, a medical diagnosis should take more precedence as covered, preventative care than contraception.",1,United Health Care
324,"I became very sick with RA/Fibromyalgia. I am a mother of three and a licensed precessional counselor. I finally had to quit my beloved career this year. This company denies claims and makes you fight constantly to get a claim paid. They have denied medication for over a year that my doctor prescribed to help me with RA. I have failed on medication they suggest first, I now have a golf ball size lump on my temple and one on my throat. I have jumped through all the hoops, but even as sick as I’ve become they still won’t pay for the medicine my doctor prescribed instead suggest cheaper medication.",1,United Health Care
325,Very happy with coverage. Customer service always helpful and able to assist me. Wait time is short. Covered all my needs. I had United Health Care Community Plan in Michigan.,5,United Health Care
326,"I have been screwing around for 2 1/2 months trying to get my husband's wellness exam paid. We both go to the same medical group, however I got to one campus and he goes to a different campus. My claim was paid, in network, his is out of network. All their campuses use the same tax ID number. But the names of the different sites are a little different. All under the same tax ID number that I have been told is and IN NETWORK tax number. 5 phone calls from me. 3 different stories. 1 phone call from the biller, which she was told it would be all taken care of within 72 hours. That was a week and half ago, still not paid. The last phone call I made last Friday the Resolution Specialist promised he would leave a voicemail on my biller's phone because she was off last Friday. I just checked with her, she got my voicemail but didn't get UHC... Big surprise there. I even provided the phone number for him.",1,United Health Care
327,"We, the people, are stuck. Congress and the help are treated like kings and we are peasants. With changing tiers we cannot go across state lines. The prices compared to what I sometimes get from Canada are highway robbery.",3,United Health Care
328,"My insurance carrier was changed to United Health Care by my former employer (I am retired). My primary care Dr. does not have UHC. Needed new Dr. who takes plan. Representative gave me name of Dr. in my town. When I looked up the Dr., found that her primary practice was 50 miles south of me, the telephone number belonged to another person and the address was for Walgreens Pharmacy. Called UHC and was advised that this Dr. practices at times at the Walgreens clinic. Really? Do you want a primary care physician whose main office is 50 miles away and allegedly also sees patients at the Walgreens Clinic? Advised that while eventually they would pay claims to Drs. Who do not accept UHC I would need to pay out of pocket and file for reimbursement myself. Certainly glad I am retired and apparently have nothing else to do.",1,United Health Care
329,"My wife is terminally ill with pancreatic cancer. Recently she was hospitalized for severe pain & nausea. We are given a prescription for ** 50 mg. It was denied by OptumRX. When inquired about I was told that United Health Care that they denied it. I am now in my 3rd day of trying to get this prescription OKd. I keep getting told to call Optum, they tell me to call UH... Needless to say NOTHING has been accomplished! It's very frustrating that my terminally ill wife needs this prescription & she treated like a criminal or drug addict. Buyer beware!!",1,United Health Care
330,"I am a young adult (female) on a company sponsored insurance plan through United Health Care. UHC advertises preventative care contraceptives to be fully covered under my plan. When I went to refill my prescription of ** a generic contraceptive prescribed by my doctor, the pharmacy told me I had a balance due. I called UHC and was told all contraceptives are only covered if you submit an appeal. I was then given a fake fax number, which I was later told they don't have a fax number. Therefore, I paid for postage to mail the appeal (the only way to submit an appeal to UHC is by mail). I spoke with a rep who walked me through the process of writing the letter and stating I don't need a doctor's note, I just need to explain the medical necessity of contraception (which seems obvious as a young woman in child-bearing years). ",1,United Health Care
331,"United Health Care AARP Medicare Advantage Plan 2 - On 1/31 my PCP initiated orders for replacement of my deteriorating CPAP machine. It went downhill from there. He didn't know what Medicare required and he and his office let it hang in the air for a week. When the vendor they referred me to called me to say they did not serve United HealthCare I called and spent 2 hours on UHC's cust service line who referred me to another vendor. They never contacted me, week 2 gone. I called the USC rep who told me that 1st vendor was the correct one. Called them and they said MD prescription was wrong and not fillable. MD disagreed. Again with another USC rep who finally recommended getting referral for a new sleep apnea test to comply with Medicare regs.",1,United Health Care
332,My big problem is with the pharmaceutical coverage. The tier system of covering the meds makes it difficult to see any benefit of having the coverage.,3,United Health Care
333,"I had a terrible problem with Hi-Health Innovations Hearing Aid, a subsidiary of UHC, that was sold to my brother who has a UHC Medicare Advantage Health Care Plan. He was charged $565.00 for a hearing aid mold and a poorly manufactured hearing aid. The mold broke off of the aid and Hi-Health Innovations wanted $130.00 to replace the mold. The hearing testing results conducted by hearing aid dealers, not Audiologists did not reflect the results when a battery of tests was performed by a licensed Audiologist performed in an acoustic enclosure. An accurate battery of tests is essential in order to select the right hearing aid. My brother was never given any option to purchase any aid other than the one BTE aid UHC was selling. There was minimal support for the UHC purchased aid.",1,United Health Care
334,Prescription was my complaint. The Donut hole leaves a lot to be desired. Probably going to change next year. I don't like my medication being held hostage. I don't understand that I am trying to get better.,4,United Health Care
335,"Zero stars for demanding PA for birth control. Crappy company obviously trying to save $ for stock holders by emphasizing short term gains. Does the CEO need another private jet? ""United Health CEO's compensation swells in 2016 to $17.8 million. United Health Group CEO Stephen Hemsley made $17.8 million in total compensation in 2016 for running the nation's largest health insurance company. Apr 21, 2017"". Shame on all board members who create this climate of $ before patients! This is why we need single payer system. We will be switching to BCBS who at least doesn't need PA for BCPs!",1,United Health Care
336,"I am pregnant and filed a referral for a midwife in January 2018 and as of March 8, 2018 still have not gotten an answer, meanwhile I have been told that I need to refile due to the referral stating expected due date rather than exact date of birth. Got that fixed then they said I needed a 6 digit ID number, uuhhh it was already on the paper. Then I have filed several grievances with them and believe it or not they canceled them. What right do they have to cancel my complaint. Meanwhile I am pregnant, being denied prenatal care and getting physically sick from the stress.",1,United Health Care
337,I had short term insurance which expired. I was called by an agent that said he had an upgrade to my previous insurance. He was lying. My Dr told me this is in fact not even insurance but indemnity coverage. Companies like this should be legally allowed to operate. Do yourself a favor and avoid these scam artists.,1,United Health Care
338,"United Health Care (avoid if possible) is in the business of selling insurance and denying coverage-- typical insurance company but these people are unbelievable. Since having their coverage (involuntary on my part) there is nothing they won't deny. Not on our list of covered drugs, subject to certain limits, you must try other medications (do they get a kickback from some drug companies?). Why do we bother getting medical opinions and recommendations when these money grubbing, corrupt companies make decisions about which they know nothing? It's enough to make you sick! ",1,United Health Care
339,"My wife recently renewed a refill for insulin and the copay was a staggering $1785 up from last year's of $450. We paid a total of $1680 for all of 2017. She gets 5 refills a year. Called to find out why the copay was so high and got an uncaring reply - ""Our cost went up but don't worry. The next refills will be only $254 each."" We already paid $100 more for the first refill than all 5 refills in 2017 and will be charged another $1100 for the balance of 2018. My wife is on 16+ medications and with this unannounced increase just for this one medication I should not worry!!! My Plan D premium increased approx. 60% and my Plan F premium increased approx. 25% in the last 2 years. Who is raking who over the coals? There must be a better Company out there and when I find it United Health Care will be history.",1,United Health Care
340,"My husband has numerous health issues and one of them is osteopenia, his bones are degenerating in his body and has severe pain that really can't be treated any other way than by pain medication. He has been seeing a pain management doctor and has been on ** for over 9 months. We were told that each year an approval process has to happen and submitted the form for this drug to be covered. It was covered in January only to get a letter in February that it was denied. No real reason given as to why. He has been taking the drug, with same strength since 2017. He now is in withdrawals and I am sure he will be hospitalized.",1,United Health Care
341,"I have United Health Care insurance for last 4 yrs. I called them today 2/20/18 to ask them when was a certain last test conducted as the insurance doesn't cover the test more than once in 2 yrs. Rep was absolutely discourteous. I explained to him that my records don't show the description of the claims made, so I needed help. He asked me how is he supposed to look it up if I didn't know when I got it done...duh! That's why I am calling. I asked him he could generate a pdf of the claims and search for the short description I gave him and he said ""no I cannot"". Absolutely rude. People like this should be fired- clearly in the wrong job.",1,United Health Care
342,"Very simple, and along the same lines of nearly every other complaint. I take a specialized medication, and due to ""contracting"", basically greed, they decide that an alternative will work for me. My doctor disagrees, but United HC does not care. If their stakeholders get an extra penny and I die, they seem fine with that. Pathetic!",1,United Health Care
343,"I have Narcolepsy, and the ONLY med that worked, they denied when my other Medicaid paid for it. These people & this company SUCK!!! I can't believe they would destroy my life like this. I'm falling asleep at my job...",1,United Health Care
344,"All insurance companies are terrible today because they fail to offer a coverage option that is growing by leaps and bounds the integrative/functional medicine and naturopathic categories, and we all know why... There has got to be collusion going on between the docs and the pharma companies. That category treats the whole body with better options and we all wonder why it is growing... The insurance carriers need to wake up about this and offer these options. I have struggled and fired four docs in my plan... So frustrating!",1,United Health Care
345,"I'm trying to use the UHC website, but it's so full of script (Windows task manager = 2,133,522k+) it's not usable. All transactions need to be done through their website, but is so slow you can't use it. I would guess this is by design.",1,United Health Care
346,I have insurance In-Network Only (INO) and with it I pay for everything but if I could take the money spent on Premiums and put it in an HSA I would be set.,3,United Health Care
347,We never have had a problem with UH either paying for covered procedures or helping out when a mistake was made by a provider or Medicare. They also have given us good information when needed.,4,United Health Care
348,They just made you use mail pharmacy instead of you choose what pharmacy do you want. When you have lifetime medications prescription they don't let you have them at your local pharmacy and if you go you have to pay almost the total of the medication cost.,2,United Health Care
349,We have United Health Care Medicare supplement plan F and have paid no co-payments for any services for the 4 years we have had it. It is a pricey supplement but totally worth it in my opinion.,5,United Health Care
350,"Constant runaround with ‘prior authorization’ claiming they only will cover ‘Drug A ER’ then deny at pharmacy... say will only cover ‘Drug B ER’ submit prescription. Denied again. They say, ""No we only cover ‘Drug A non-ER’."" Submit prescription and denied again. At this point I've been without ANY MEDICATION for over a week now. And people wonder why there’s a mental health crisis.",1,United Health Care
351,"So, basically, we signed up for insurance through my husband's jobs and he received a welcome packet and was told that coverage would start on the 1st. We hadn't received any ID cards yet but we expected to at least be able to sign in. Nope. Not only can we not sign in, when we called, no information came up either. We emailed the agent we went through, named Tanya several times and called but no answer back except ""it can take a week or two to go through"". He told her it had been almost 4 weeks and she said she would check it and get back to us. She never did.",1,United Health Care
352,"Over The Counter Essentials benefit dropped. I have been with UHC for several years. Until 2018, we have been given a quarterly benefit for over the counter items. I just tried to place my first order for 2018 but am told that my plan, Secure Horizons, no longer offers this benefit. I received no notification of this change from UHC. In addition they also greatly raised the cost of several of my medications. Stay away from this pathetic excuse for a healthcare company!",1,United Health Care
353,"My company that I have worked for, for 19 yrs went with United Health Care after being with Blue Cross/Blue Shield for all other years, except the last 4 or 5, and we have been with UHC, since then. I have never had any issues with BC/BS. When I see a doctor that is out of network, I have to send in the receipt where I paid and also the paper with all the medical codes that claims needs to process. Well, they never receive faxes that I send, that comes back saying ok on my end, UHC, doesn't receive, really? What did it do? Disappear in mid air? You have to stay on top of YOUR CLAIMS, don't expect that they will. If you fax something, you should call the next day and make sure they got it. I'm still waiting on a refund from a Dec, 6th, 2017 office visit, and had I not called to see whats going on, I still wouldn't know anything. ",1,United Health Care
354,"Once again I am an idiot to think that you can get insurance and have honesty at the same time. Took money out of my account and the ink was not even dry. Hell to cancel, agent mad, no help at all. Now I have to wait for almost 2 weeks to get money back and they pushed it through last night. Jan. 30 did app, Feb. 1 cancel, that is how fast they rob you. Tell you every Dr. and/or hospital takes, they DO NOT!!! I read reviews and ignored, shame on me! Please do not take this out, please!!! Thieves, sad state of affairs when this is what we have become as a people. I will do without any coverage, I am not taking any more chances. This was through an agent, a real insurance company. :( 1/30/2018",1,United Health Care
